Id,log_bike_count
0,0.9602
1,2.9052
2,3.6585
3,2.5816
4,2.3189
5,1.9013
6,1.4774
7,1.2615
8,1.2951
9,2.0880
10,2.3015
11,2.6273
12,2.7492
13,2.6743
14,2.3523
15,2.1449
16,2.0793
17,1.5177
18,1.8134
19,2.0658
20,2.6899
21,1.0214
22,2.1967
23,1.4051
24,1.4692
25,2.4464
26,0.5006
27,3.2091
28,2.6706
29,2.8557
30,2.2586
31,3.1490
32,0.8256
33,2.4036
34,2.6078
35,2.3757
36,2.7678
37,1.9856
38,2.3618
39,1.6294
40,3.4119
41,2.5108
42,3.0900
43,2.8667
44,1.3764
45,2.9695
46,2.5032
47,3.0064
48,2.7532
49,1.8247
50,2.7885
51,1.1578
52,3.4619
53,2.2373
54,3.8871
55,2.3341
56,3.1679
57,2.5521
58,2.2517
59,2.8285
60,1.8960
61,2.5124
62,1.4254
63,1.7816
64,1.3922
65,0.8307
66,2.4840
67,1.2813
68,2.7434
69,2.4011
70,2.6595
71,3.3102
72,2.8614
73,2.6314
74,2.8646
75,2.6977
76,2.4090
77,2.7051
78,1.0045
79,2.7457
80,3.3569
81,3.0050
82,2.8809
83,1.7211
84,3.8132
85,1.2487
86,3.2029
87,0.5395
88,0.9006
89,0.9320
90,1.1414
91,1.3764
92,2.8521
93,3.3327
94,2.9144
95,2.7885
96,2.5537
97,3.4619
98,2.7057
99,3.7985
100,2.7160
101,3.1679
102,2.9166
103,2.2517
104,3.3692
105,3.0050
106,1.1580
107,3.8342
108,0.9016
109,2.0984
110,1.0387
111,0.8256
112,1.3391
113,0.5827
114,2.0417
115,0.9320
116,2.6906
117,3.4127
118,2.7560
119,3.3327
120,2.6470
121,2.6078
122,1.1154
123,2.7678
124,0.5790
125,2.7633
126,1.6381
127,3.0359
128,2.3275
129,2.3618
130,2.4890
131,0.7150
132,1.9147
133,0.6162
134,0.4306
135,3.3495
136,0.2816
137,2.8470
138,0.5851
139,2.8661
140,2.9126
141,2.5928
142,2.5545
143,2.3176
144,3.5080
145,2.0552
146,2.9148
147,1.6091
148,1.8196
149,0.6729
150,1.9449
151,1.4388
152,2.9480
153,2.6854
154,2.5061
155,2.8734
156,2.5735
157,2.6245
158,2.7361
159,2.3807
160,3.5192
161,1.6846
162,2.9557
163,0.6551
164,2.3439
165,0.6071
166,0.6804
167,0.7916
168,2.7224
169,1.9471
170,2.7324
171,3.2323
172,2.7112
173,3.4512
174,3.5368
175,2.3930
176,2.4459
177,1.7754
178,1.7280
179,1.5936
180,1.4061
181,1.2669
182,1.0289
183,0.9081
184,0.5098
185,0.8047
186,0.4793
187,2.2649
188,1.1641
189,2.4828
190,3.0794
191,2.4951
192,2.6731
193,2.5877
194,2.5220
195,2.7624
196,3.6463
197,2.4373
198,3.5805
199,2.0371
200,2.5020
201,1.5153
202,1.4910
203,1.4061
204,0.6551
205,1.1816
206,0.7916
207,0.8398
208,1.1414
209,0.6916
210,2.4707
211,2.4216
212,2.6400
213,2.5412
214,2.7160
215,2.6391
216,2.9166
217,0.2731
218,3.4512
219,2.9658
220,2.9297
221,2.4951
222,1.5936
223,2.5670
224,1.1580
225,3.0969
226,1.3391
227,3.4527
228,1.8471
229,0.3453
230,2.0417
231,0.3466
232,2.5302
233,0.6491
234,2.6470
235,1.0685
236,0.9397
237,3.0265
238,1.3213
239,2.5805
240,2.1607
241,2.5477
242,2.4216
243,1.8985
244,2.5412
245,0.8301
246,2.4890
247,0.6288
248,2.2820
249,0.4321
250,1.9147
251,1.9515
252,1.5963
253,3.0266
254,0.4306
255,3.2347
256,0.2731
257,0.7490
258,0.5851
259,3.0143
260,1.0355
261,2.6806
262,1.9050
263,2.7503
264,2.9658
265,2.7488
266,2.5545
267,2.0899
268,2.3607
269,1.8056
270,2.4951
271,1.1157
272,2.5670
273,0.9006
274,3.4527
275,0.6071
276,2.2809
277,1.9471
278,0.3453
279,2.9144
280,0.3466
281,2.5537
282,1.9449
283,3.3692
284,3.0265
285,1.9884
286,2.5735
287,0.9081
288,2.5477
289,0.9016
290,1.2084
291,1.0387
292,0.8301
293,2.4951
294,0.6288
295,2.5877
296,0.4321
297,2.6906
298,1.1071
299,2.7560
300,2.9343
301,2.7624
302,2.7224
303,2.4373
304,2.7324
305,1.5153
306,2.7112
307,1.4061
308,2.8983
309,1.1816
310,3.2347
311,0.6531
312,3.6027
313,0.5790
314,0.4793
315,2.3278
316,1.1641
317,2.6391
318,2.0284
319,1.3270
320,3.0143
321,0.6603
322,3.0794
323,0.2816
324,2.6806
325,2.5701
326,2.7488
327,2.5869
328,3.2900
329,3.0969
330,3.5805
331,0.6770
332,2.0899
333,2.9480
334,1.4910
335,2.7361
336,0.6071
337,3.1052
338,2.4707
339,3.5192
340,2.7057
341,2.9557
342,2.7160
343,2.3439
344,3.3692
345,1.8985
346,1.9884
347,1.5923
348,2.2649
349,0.4188
350,2.3631
351,1.9515
352,2.5877
353,3.5368
354,2.6906
355,3.0319
356,2.0371
357,2.0253
358,1.7312
359,0.5098
360,1.1154
361,2.5220
362,1.6381
363,2.7503
364,1.9417
365,2.7668
366,2.3365
367,2.9515
368,2.4216
369,3.6463
370,2.5412
371,3.0797
372,1.3270
373,2.5020
374,2.4951
375,1.8056
376,2.5869
377,1.1157
378,3.0969
379,0.9006
380,2.2809
381,0.7916
382,1.4744
383,1.1414
384,1.9471
385,2.8521
386,2.5537
387,2.7160
388,2.9166
389,3.2323
390,3.4512
391,2.9297
392,1.7754
393,1.5936
394,1.1580
395,1.0387
396,1.3391
397,2.7560
398,2.6470
