Id,log_bike_count
0,0.9295
1,2.7318
2,3.5891
3,2.4890
4,2.0653
5,1.7575
6,1.3901
7,1.1266
8,1.1261
9,2.0651
10,2.3781
11,2.6555
12,2.7751
13,2.6514
14,2.3493
15,2.1788
16,2.2620
17,1.7520
18,2.0847
19,2.3556
20,2.8597
21,0.9871
22,2.1673
23,1.4255
24,1.6676
25,2.5177
26,0.6274
27,3.1916
28,2.6825
29,2.8153
30,2.2404
31,2.9607
32,0.8769
33,2.3243
34,2.4923
35,2.2729
36,2.6455
37,1.6423
38,2.1714
39,1.5576
40,3.4196
41,2.5998
42,3.1469
43,2.9000
44,1.3538
45,3.0107
46,2.4236
47,3.0149
48,2.5986
49,1.4281
50,2.8256
51,0.9742
52,3.4227
53,2.4489
54,3.8198
55,2.5341
56,3.1467
57,2.7232
58,1.9519
59,3.0141
60,1.5605
61,2.5090
62,1.1759
63,2.0040
64,1.3026
65,0.9343
66,2.3898
67,1.4124
68,2.6543
69,2.5695
70,2.6692
71,3.4082
72,2.7162
73,2.7519
74,2.7481
75,2.6953
76,2.2184
77,2.7135
78,1.0377
79,2.7769
80,3.3931
81,3.0132
82,2.8653
83,1.8477
84,3.7920
85,1.3836
86,3.1539
87,0.6223
88,0.8838
89,0.8631
90,1.1142
91,1.3145
92,3.0129
93,3.1802
94,3.1666
95,2.7564
96,2.8402
97,3.3598
98,2.7242
99,3.7094
100,2.7850
101,2.9936
102,2.9737
103,2.0941
104,3.3905
105,2.7622
106,1.2684
107,3.7879
108,0.8828
109,1.9558
110,0.8716
111,0.7772
112,1.2855
113,0.5850
114,2.0060
115,0.8723
116,2.7249
117,3.2978
118,2.5876
119,3.3020
120,2.4867
121,2.4743
122,0.9235
123,2.6254
124,0.3919
125,2.7553
126,1.3615
127,3.0620
128,1.9858
129,2.2412
130,2.2911
131,0.6089
132,1.8148
133,0.5668
134,0.3261
135,3.0393
136,0.2879
137,2.7904
138,0.6135
139,2.8267
140,2.8306
141,2.6119
142,2.7587
143,1.8519
144,3.5281
145,1.4825
146,2.9553
147,1.1128
148,1.8709
149,0.7392
150,2.1007
151,1.4508
152,2.9850
153,2.6039
154,2.4218
155,2.7417
156,2.4548
157,2.5200
158,2.7767
159,2.0879
160,3.4289
161,1.3590
162,3.0050
163,0.6111
164,2.4143
165,0.5621
166,0.7322
167,0.7186
168,2.8023
169,2.0181
170,2.7915
171,3.1236
172,2.8211
173,3.4625
174,3.5829
175,2.3085
176,2.4573
177,1.6371
178,1.7864
179,1.4512
180,1.4488
181,1.1374
182,1.0867
183,1.0069
184,0.4829
185,0.8879
186,0.4887
187,2.1155
188,1.1763
189,2.3519
190,3.2874
191,2.3708
192,2.8605
193,2.6065
194,2.5340
195,2.5887
196,3.6019
197,2.1667
198,3.5364
199,1.8700
200,2.3463
201,1.4093
202,1.4338
203,1.2447
204,0.6356
205,1.0445
206,0.7477
207,0.7449
208,1.1306
209,0.3752
210,2.6319
211,2.1924
212,2.7588
213,2.3263
214,2.9104
215,2.4360
216,3.1007
217,0.2925
218,3.6602
219,3.1903
220,3.0517
221,2.6010
222,1.3538
223,2.7701
224,1.2509
225,3.1520
226,1.4101
227,3.4802
228,1.8638
229,0.2526
230,2.2179
231,0.2302
232,2.6593
233,0.7018
234,2.8414
235,1.1075
236,1.1113
237,3.1336
238,1.5634
239,2.5656
240,2.4702
241,2.6084
242,2.6687
243,1.8747
244,2.7800
245,0.8810
246,2.7501
247,0.7035
248,2.3365
249,0.4544
250,1.8870
251,2.0587
252,1.5085
253,3.2365
254,0.4372
255,3.2789
256,0.2694
257,0.7547
258,0.6004
259,3.0775
260,0.9963
261,2.6677
262,1.9506
263,2.7156
264,3.0099
265,2.7814
266,2.5905
267,1.8688
268,2.4070
269,1.7579
270,2.5120
271,1.0789
272,2.7299
273,0.9086
274,3.5500
275,0.5749
276,2.3780
277,2.0220
278,0.2968
279,3.1494
280,0.3016
281,2.8310
282,2.1411
283,3.5335
284,3.2785
285,2.0051
286,2.6951
287,0.9495
288,2.7002
289,0.8958
290,1.2537
291,0.9525
292,0.8795
293,2.7112
294,0.6934
295,2.7826
296,0.4576
297,2.8910
298,1.1407
299,2.9974
300,3.0766
301,2.9855
302,2.6756
303,2.5218
304,2.7398
305,1.6902
306,2.7746
307,1.5469
308,2.9334
309,1.3228
310,3.2651
311,0.7893
312,3.6353
313,0.6637
314,0.4434
315,2.6012
316,1.0578
317,2.9279
318,1.9894
319,1.4502
320,2.8760
321,0.8579
322,3.1709
323,0.2954
324,2.6867
325,2.5592
326,2.8158
327,2.6783
328,3.2341
329,3.2202
330,3.5314
331,0.6027
332,1.9542
333,3.0374
334,1.4516
335,2.8999
336,0.6183
337,3.1682
338,2.5992
339,3.5463
340,2.7414
341,3.0501
342,2.8323
343,2.4116
344,3.4768
345,1.8789
346,1.9512
347,1.6495
348,2.2020
349,0.4278
350,2.4922
351,2.0881
352,2.7110
353,3.5884
354,2.8202
355,3.1262
356,2.1383
357,1.9860
358,1.7994
359,0.4428
360,0.9905
361,2.5741
362,1.9057
363,2.7399
364,2.2492
365,2.7690
366,2.4154
367,3.0004
368,2.5315
369,3.5953
370,2.6250
371,3.1004
372,1.3835
373,2.5056
374,2.5413
375,1.7630
376,2.6389
377,1.0968
378,3.1788
379,0.9071
380,2.2545
381,0.7017
382,1.3352
383,1.0237
384,1.9278
385,2.8448
386,2.7550
387,2.7685
388,3.0150
389,3.2730
390,3.5918
391,2.9662
392,1.8568
393,1.5988
394,1.1414
395,0.8377
396,1.3123
397,2.9443
398,2.8032
399,1.5247
400,1.2974
401,1.0470
402,1.4961
403,2.2934
404,2.4140
405,2.4579
406,2.7511
407,2.7557
408,2.5734
409,2.2869
410,1.8755
411,0.3855
412,0.3044
413,0.7146
414,1.1804
415,2.1537
416,0.8189
417,3.2347
418,2.7965
419,2.6571
420,2.7695
421,2.6640
422,3.3679
423,3.6708
424,3.0626
425,1.2351
426,2.4784
427,2.6919
428,2.6714
429,2.9435
430,2.1970
431,1.9646
432,1.1165
433,1.0053
434,0.9687
435,1.3669
436,2.5355
437,2.5861
438,2.9948
439,2.8958
440,1.9804
441,1.3939
442,0.8119
443,0.5810
444,3.3228
445,2.5409
446,3.3810
447,3.7996
448,3.7333
449,3.1220
450,2.4484
451,2.2042
452,0.6733
453,2.4846
454,3.2005
455,2.6093
456,2.6192
457,2.6912
458,2.9795
459,3.7690
460,2.3203
461,3.7698
462,2.4533
463,2.2547
464,1.4628
465,1.0930
466,0.5637
467,2.7653
468,3.7675
469,2.4706
470,0.8608
471,0.8285
472,3.0323
473,2.9475
474,3.3694
475,3.7726
476,3.7197
477,3.2065
478,0.9181
479,0.7429
480,2.4837
481,3.3650
482,2.9001
483,2.7876
484,2.9116
485,3.1381
486,3.4793
487,3.8450
488,2.2091
489,1.7300
490,2.5706
491,2.6814
492,2.7253
493,2.8403
494,1.7785
495,1.6521
496,2.2281
497,2.5067
498,1.5544
499,0.6250
500,0.7385
501,1.0830
502,1.6561
503,1.8426
504,1.9807
505,2.0823
506,2.4538
507,2.1546
508,1.5162
509,1.3481
510,1.0152
511,0.7664
512,1.0267
513,1.9264
514,2.4841
515,2.6524
516,2.7276
517,2.9707
518,2.2511
519,1.5188
520,1.1452
521,0.7678
522,0.4268
523,2.6756
524,2.3286
525,3.0418
526,3.3983
527,1.6846
528,1.2529
529,0.4409
530,1.1365
531,2.9970
532,2.8367
533,2.6500
534,2.7570
535,2.9889
536,3.6385
537,3.0972
538,1.9599
539,0.7446
540,2.1131
541,2.7292
542,2.9764
543,3.2372
544,3.0742
545,3.0076
546,2.8137
547,2.8403
548,3.3539
549,2.3785
550,1.5768
551,1.0440
552,0.8212
553,2.3533
554,2.5748
555,2.6778
556,2.0911
557,1.7371
558,1.1557
559,0.9309
560,0.7087
561,1.9482
562,2.2760
563,2.6083
564,2.5529
565,2.9284
566,1.0850
567,2.9376
568,2.9213
569,3.6129
570,3.0234
571,1.7825
572,1.4066
573,0.9512
574,0.4716
575,0.7173
576,1.1862
577,2.7669
578,2.5233
579,2.6372
580,2.6542
581,3.5197
582,0.6948
583,3.2538
584,2.8065
585,2.5353
586,2.6377
587,2.5156
588,1.7223
589,1.3857
590,1.0301
591,0.6899
592,0.6617
593,2.7966
594,0.6557
595,3.1004
596,2.6852
597,2.4541
598,1.2574
599,0.8629
600,0.7501
601,0.7694
602,1.7544
603,2.1131
604,2.6112
605,2.6495
606,2.5992
607,2.9407
608,2.5557
609,1.6849
610,0.8538
611,0.7474
612,0.5869
613,0.6244
614,1.5418
615,1.0394
616,0.8133
617,0.2657
618,3.1458
619,3.3694
620,2.8108
621,2.4292
622,2.5978
623,2.6860
624,2.8963
625,3.5748
626,3.5168
627,2.9521
628,1.9057
629,0.8189
630,1.4255
631,2.5177
632,2.7695
633,2.6640
634,2.3243
635,2.2729
636,2.0653
637,1.7575
638,1.2351
639,1.1261
640,1.5576
641,2.0651
642,2.4784
643,2.9435
644,2.6514
645,1.4281
646,2.0847
647,2.5341
648,2.8597
649,2.9948
650,0.9343
651,3.4082
652,3.3228
653,2.7135
654,3.7996
655,1.8477
656,0.8769
657,0.6223
658,2.4846
659,3.2005
660,2.9795
661,3.7690
662,2.3203
663,2.0941
664,3.7698
665,2.4533
666,0.8723
667,2.6254
668,3.4227
669,3.1467
670,2.2412
671,3.0393
672,2.6692
673,2.7162
674,2.9475
675,3.2065
676,2.6119
677,1.8519
678,0.7429
679,2.4837
680,0.9295
681,3.3931
682,3.1916
683,3.8450
684,2.7965
685,3.7920
686,2.9607
687,2.2091
688,3.3679
689,1.7300
690,3.5891
691,1.3590
692,3.0626
693,3.0129
694,2.4890
695,2.8402
696,1.6423
697,2.5706
698,1.3901
699,2.7242
700,2.6714
701,3.1236
702,2.6555
703,1.6371
704,2.7751
705,1.1374
706,2.9000
707,1.2684
708,3.0107
709,1.0069
710,2.1788
711,0.8879
712,1.9646
713,0.8716
714,2.3556
715,1.2855
716,2.5861
717,1.6521
718,2.0040
719,2.0060
720,1.6676
721,2.2281
722,1.3939
723,2.3519
724,0.8119
725,2.3708
726,0.5810
727,2.7249
728,2.7519
729,2.1667
730,2.5409
731,1.5544
732,2.7769
733,0.7449
734,3.0132
735,0.3919
736,3.1220
737,0.3752
738,2.2404
739,1.8426
740,0.6733
741,1.9807
742,0.8631
743,2.0823
744,3.1802
745,2.1924
746,2.4923
747,2.3263
748,2.6455
749,2.4360
750,2.6912
751,2.1546
752,2.7564
753,1.5162
754,3.3598
755,0.7664
756,2.1714
757,0.2879
758,2.7622
759,1.0267
760,3.4196
761,1.9264
762,3.1469
763,2.8306
764,1.9558
765,3.1903
766,1.4628
767,2.7276
768,0.5850
769,3.1520
770,0.5637
771,3.5281
772,1.3538
773,1.1452
774,3.2978
775,0.7678
776,2.5986
777,0.2526
778,2.7553
779,3.1336
780,3.8198
781,2.6756
782,2.4706
783,2.5656
784,1.9519
785,1.2529
786,1.5605
787,3.2365
788,1.1759
789,2.8367
790,0.8608
791,2.7570
792,0.6089
793,2.8211
794,0.5668
795,3.2789
796,0.8285
797,3.6385
798,3.0323
799,1.7864
800,2.7904
801,1.4488
802,2.8267
803,0.7446
804,2.7481
805,3.0775
806,3.7726
807,2.7814
808,2.2184
809,2.9764
810,0.7392
811,1.0789
812,1.0377
813,0.9086
814,1.4508
815,0.6356
816,3.3650
817,2.0220
818,2.7876
819,3.0076
820,2.9116
821,3.1494
822,3.1381
823,2.6319
824,3.1539
825,2.7588
826,2.5200
827,2.8137
828,2.0879
829,2.3785
830,0.5621
831,1.5768
832,0.7186
833,1.3538
834,3.1666
835,2.3533
836,2.7850
837,2.5748
838,3.4625
839,2.7112
840,3.3905
841,2.6593
842,1.7785
843,2.7826
844,1.4512
845,2.8414
846,2.1155
847,2.5218
848,2.5887
849,2.0911
850,2.4867
851,1.7371
852,0.9235
853,0.6637
854,0.6250
855,0.7087
856,0.7385
857,2.5529
858,1.6561
859,2.9284
860,1.9858
861,1.5085
862,2.2911
863,1.4502
864,1.8148
865,0.2694
866,1.3481
867,0.9963
868,2.6010
869,1.9506
870,1.8709
871,2.5592
872,1.5188
873,3.5500
874,0.4268
875,1.7825
876,0.2302
877,0.4716
878,0.7018
879,3.2785
880,2.9850
881,2.7669
882,2.3286
883,0.4278
884,3.0418
885,2.7398
886,3.4289
887,2.7746
888,1.6846
889,2.9334
890,0.8810
891,0.6617
892,0.7035
893,1.0578
894,0.7322
895,2.7399
896,2.0587
897,2.7690
898,2.7915
899,3.0004
900,3.5829
901,3.5953
902,2.4573
903,3.5314
904,1.0867
905,1.9542
906,0.7547
907,0.6557
908,1.1763
909,0.6183
910,3.2874
911,1.0237
912,2.8605
913,1.9278
914,2.5340
915,2.8448
916,2.6677
917,3.1004
918,2.7156
919,2.7414
920,3.6019
921,2.7685
922,3.0742
923,3.2730
924,2.3463
925,3.5918
926,1.8688
927,1.2574
928,1.7579
929,0.8629
930,0.7477
931,0.7501
932,2.8403
933,0.8377
934,2.0051
935,1.3123
936,1.0440
937,2.6112
938,0.8212
939,2.6495
940,0.8958
941,2.7110
942,0.9525
943,2.8202
944,1.4101
945,2.9443
946,1.8638
947,1.7994
948,2.8910
949,1.2974
950,2.9974
951,0.7474
952,2.9855
953,1.4961
954,1.6902
955,1.9057
956,1.5469
957,2.4140
958,1.3228
959,2.7511
960,1.1557
961,2.5734
962,0.9309
963,2.2869
964,0.7893
965,1.5418
966,1.5634
967,1.3835
968,1.9482
969,1.0394
970,2.4702
971,0.3044
972,2.6012
973,0.7146
974,2.9279
975,2.1537
976,2.3365
977,3.3694
978,1.8870
979,2.4292
980,1.0850
981,2.5413
982,0.4372
983,2.6389
984,2.5905
985,3.1788
986,2.4070
987,3.5168
988,2.5120
989,2.6783
990,2.7299
991,2.9213
992,3.2202
993,3.6129
994,3.0234
995,2.3780
996,1.4066
997,0.2968
998,1.1862
999,2.6372
1000,3.5197
1001,3.0501
1002,2.4116
1003,1.6495
1004,0.6934
1005,0.4576
1006,0.6948
1007,1.1407
1008,2.0881
1009,3.0766
1010,2.5353
1011,2.6377
1012,3.2651
1013,3.5884
1014,3.1262
1015,1.9860
1016,0.6899
1017,1.9894
1018,2.7966
1019,2.5741
1020,2.6867
1021,3.1004
1022,2.5056
1023,1.0968
1024,0.9071
1025,0.7017
1026,2.5992
1027,3.0150
1028,3.4768
1029,2.9662
1030,1.8568
1031,0.7694
1032,2.2020
1033,2.8032
1034,1.6849
1035,0.8538
1036,0.6244
1037,2.2934
1038,2.4579
1039,2.5315
1040,2.6250
1041,0.8133
1042,0.3855
1043,2.8108
1044,3.5748
1045,1.9057
1046,1.3352
1047,0.9871
